Position,"Track Name",Artist,Streams,URL
94,"FAKE LOVE",BTS,5529,https://open.spotify.com/track/3aW0ds4A4tSQDIp75FqWTo
95,"The Night We Met","Lord Huron",5456,https://open.spotify.com/track/24MGEzm6xAO1nFgVVp37YI
96,"Let You Down",NF,5449,https://open.spotify.com/track/6mrKP2jyIQmM0rw6fQryjr
97,Thunder,"Imagine Dragons",5350,https://open.spotify.com/track/26gceVsA1ybT8qsX3aYLEn
98,"Slow Down","Dimitri Vegas & Like Mike",5328,https://open.spotify.com/track/52pYYuXAin5eK1vrrpVtYg
99,"I Wanna Know (feat. Bea Miller)",NOTD,5311,https://open.spotify.com/track/18W92Zm1KjLCbUIszOhpkD
100,"Let You Go","bvd kult",5250,https://open.spotify.com/track/3fJov77pLt4vYHCREXl7vH
101,"Mi Gente","J Balvin",5241,https://open.spotify.com/track/7COfe3P7KgfwDwIRB8LIDw
102,"Dusk Till Dawn - Radio Edit",ZAYN,5240,https://open.spotify.com/track/1j4kHkkpqZRBwE0A4CN4Yv
103,Mine,Bazzi,5210,https://open.spotify.com/track/7uzmGiiJyRfuViKKK3lVmR
104,"Too Good At Goodbyes","Sam Smith",5185,https://open.spotify.com/track/1mXVgsBdtIVeCLJnSnmtdV
105,Désaccordé,Vald,5147,https://open.spotify.com/track/0FYpW0zBO7cht8qGRY41Mz
106,Patsergedrag,"Sevn Alias",5136,https://open.spotify.com/track/4tNpAeDH7S7cJGEo28Ogi4
107,"Mad Love","Sean Paul",5059,https://open.spotify.com/track/3soOPBuMK8YMdWnV7xpEyf
108,"Live It Up - Official Song 2018 FIFA World Cup Russia","Nicky Jam",5042,https://open.spotify.com/track/4DnHUy01jEA4b5ydC3HgsT
109,Esskeetit,"Lil Pump",5019,https://open.spotify.com/track/44KKhCyI0BGS6LvVyDqJtH
110,"I'll Be There","Jess Glynne",5005,https://open.spotify.com/track/083Qf6hn6sFL6xiOHlZUyn
111,"Symphony (feat. Zara Larsson)","Clean Bandit",4978,https://open.spotify.com/track/1x5sYLZiu9r5E43kMlt9f8
112,"Lost In Japan","Shawn Mendes",4956,https://open.spotify.com/track/6WBTeFDEfAJbaSUUc1V1xQ
113,"Bob Marley",Dadju,4949,https://open.spotify.com/track/6L6yn9GeVqnlWX1npp6rAK
114,Toy,Netta,4945,https://open.spotify.com/track/6n2eIfLj0wOOUkUfNmYzlh
115,"Can't Hold Us - feat. Ray Dalton","Macklemore & Ryan Lewis",4942,https://open.spotify.com/track/3bidbhpOYeV4knp8AIu8Xn
116,Homesick,"Dua Lipa",4811,https://open.spotify.com/track/5E5MqaS6eOsbaJibl3YeMZ
117,"Plug Walk","Rich The Kid",4783,https://open.spotify.com/track/6mAz8D1TmlTuef90dbNIiZ
118,Halo,Beyoncé,4774,https://open.spotify.com/track/2CvOqDpQIMw69cCzWqr5yr
119,"Girls (feat. Cardi B, Bebe Rexha & Charli XCX)","Rita Ora",4770,https://open.spotify.com/track/1YNQscOx6OqBQjxgJVhEeW
120,"Pretty Girl - Cheat Codes X CADE Remix","Maggie Lindemann",4766,https://open.spotify.com/track/1NDxZ7cFAo481dtYWdrUnR
121,"Fukk Sleep","A$AP Rocky",4764,https://open.spotify.com/track/1AqemxWsT0iGg5Lvkm16Bt
122,"Audio - with Sia, Diplo & Labrinth",Sia,4726,https://open.spotify.com/track/7boPPE857KEqCIHNwFkDop
123,"Like To Be You feat. Julia Michaels","Shawn Mendes",4711,https://open.spotify.com/track/5QskYLFPX9y7pLU0VEMNbr
124,"Ball For Me (feat. Nicki Minaj)","Post Malone",4690,https://open.spotify.com/track/6IaieqiCVvsNvEt6Y7yOFa
125,"Beetje Moe",Kevin,4688,https://open.spotify.com/track/5ncYmvTAX7RbJSvoFGrSkv
126,"Came Here for Love",Sigala,4684,https://open.spotify.com/track/3kGfazcbVvVkuZunzlLgTD
127,"Hit Sale (feat. Roméo Elvis)","Therapie TAXI",4647,https://open.spotify.com/track/3yndKI4zWEyC36BQYrdKBA
128,"Your Song","Rita Ora",4615,https://open.spotify.com/track/4c2W3VKsOFoIg2SFaO6DY5
